KOR,MATH,GRADE 
45,30,C
18,91,B
56,96,A
88,60,A
76,48,B
34,47,B
96,84,A
34,76,B
77,41,B
74,82,A
37,41,C
82,95,A
13,15,C
63,96,A
41,44,B
33,35,C
10,94,B
70,65,B
89,65,A
67,10,C
91,72,A
81,42,B
57,53,B
67,35,B
30,12,C
56,39,B
17,12,C
24,68,B
28,34,C
100,68,A
15,11,C
61,45,B
59,32,B
75,12,B
36,19,C
54,82,B
25,47,C
73,25,B
100,27,B
85,90,A
80,95,A
96,49,A
41,99,A
83,58,A
48,52,B
58,89,A
67,68,B
54,38,B
21,87,B
47,22,C
64,28,B
19,82,B
60,49,B
17,82,B
40,73,B
22,25,C
79,31,B
84,13,B
14,44,C
67,51,B
13,83,B
47,23,C
57,90,A
35,87,B
46,78,B
82,84,A
77,74,A
30,82,B
93,14,B
82,80,A
13,19,C
15,93,B
11,83,B
69,52,B
60,100,A
49,59,B
75,31,B
30,65,B
71,58,B
48,96,A
20,32,C
26,18,C
99,12,B
41,91,B
10,30,C
54,87,A
25,80,B
35,30,C
17,12,C
24,27,C
19,33,C
33,45,C
93,15,B
49,22,C
68,37,B
99,71,A
11,96,B
60,75,B
95,21,B
89,41,B
69,16,B
77,19,B
92,10,B
30,37,C
76,83,A
17,30,C
23,20,C
55,47,B
49,92,A
51,41,B
84,70,A
76,94,A
14,96,B
99,74,A
28,45,C
91,60,A
84,85,A
79,82,A
87,43,B
92,41,B
19,20,C
34,18,C
71,48,B
25,23,C
70,86,A
89,53,A
97,11,B
48,14,C
56,45,B
25,44,C
95,69,A
30,21,C
73,92,A
24,92,B
51,64,B
13,71,B
93,85,A
90,17,B
14,47,C
81,31,B
54,79,B
85,64,A
30,98,B
93,61,A
56,49,B
73,86,A
43,83,B
65,22,B
69,41,B
26,71,B
96,27,B
100,72,A
16,14,C
19,52,C
10,22,C
89,97,A
100,100,A
35,75,B
62,78,A
93,37,B
92,97,A
81,32,B
60,49,B
66,86,A
55,40,B
56,30,B
45,39,B
60,95,A
56,74,B
11,14,C
17,29,C
29,60,B
89,55,A
59,31,B
63,75,B
66,84,A
20,74,B
17,53,C
96,87,A
59,61,B
19,66,B
33,73,B
48,95,A
67,88,A
76,33,B
39,42,B
43,37,B
44,77,B
23,23,C
71,95,A
83,93,A
14,58,C
30,34,C
38,59,B
23,76,B
54,40,B
37,96,B
87,90,A
98,26,B
72,44,B
36,71,B
72,94,A
87,47,B
42,30,C
97,99,A
18,12,C
69,91,A
48,50,B
46,56,B
37,56,B
11,27,C
40,79,B
56,77,B
63,48,B
19,24,C
74,38,B
69,13,B
39,92,B
11,13,C
25,52,C
65,28,B
58,67,B
53,29,B
22,54,C
76,50,B
90,48,B
80,11,B
99,50,A
89,82,A
47,16,C
19,68,B
28,26,C
21,39,C
72,65,B
18,37,C
63,79,A
90,32,B
85,86,A
20,54,C
90,69,A
20,89,B
12,70,B
41,89,B
73,91,A
46,91,B
62,66,B
58,26,B
44,33,C
17,57,C
41,71,B
92,21,B
19,19,C
67,35,B
78,45,B
100,70,A
83,97,A
13,29,C
88,100,A
37,71,B
33,19,C
34,66,B
86,38,B
43,51,B
33,90,B
74,97,A
86,39,B
54,20,C
15,27,C
100,57,A
69,12,B
71,36,B
40,66,B
40,80,B
13,37,C
20,98,B
61,49,B
64,92,A
75,92,A
83,88,A
80,68,A
56,91,A
65,98,A
41,21,C
98,75,A
78,14,B
60,96,A
71,28,B
65,57,B
10,61,C
80,79,A
66,23,B
60,86,A
96,33,B
34,39,C
64,55,B
38,29,C
90,95,A
56,21,C
46,25,C
28,61,B
19,17,C
22,90,B
43,74,B
26,62,B
44,21,C
64,44,B
65,72,B
17,58,C
89,61,A
16,45,C
13,41,C
55,29,B
84,59,A
69,75,A
36,87,B
67,82,A
73,29,B
78,21,B
15,97,B
59,10,C
81,41,B
84,13,B
36,82,B
88,46,B
66,67,B
90,95,A
55,57,B
22,70,B
21,32,C
14,98,B
60,67,B
49,24,C
77,64,A
63,21,B
74,11,B
13,86,B
37,16,C
25,33,C
65,96,A
67,64,B
30,69,B
41,25,C
17,25,C
93,48,A
87,10,B
21,82,B
99,21,B
22,38,C
41,55,B
77,33,B
31,38,C
92,59,A
67,98,A
28,62,B
28,72,B
43,23,C
15,63,C
88,55,A
93,24,B
77,40,B
70,47,B
98,67,A
85,43,B
51,49,B
93,42,B
37,63,B
19,99,B
100,22,B
12,61,C
12,65,C
89,97,A
16,90,B
82,27,B
31,73,B
29,39,C
57,74,B
70,41,B
26,14,C
96,75,A
29,22,C
59,48,B
91,20,B
13,17,C
49,78,B
67,96,A
34,41,C
28,73,B
80,70,A
20,74,B
82,40,B
74,47,B
65,97,A
26,80,B
20,53,C
47,99,A
74,78,A
75,69,A
61,62,B
76,69,A
79,69,A
35,13,C
45,37,B
70,36,B
93,89,A
42,87,B
89,50,B
30,69,B
58,37,B
40,64,B
82,88,A
77,47,B
86,71,A
73,52,B
100,60,A
30,17,C
46,56,B
57,68,B
19,96,B
73,94,A
68,18,B
43,62,B
30,24,C
20,56,C
58,25,B
56,58,B
93,54,A
38,46,B
97,85,A
73,58,B
61,100,A
66,24,B
47,75,B
94,74,A
34,46,B
72,61,B
26,85,B
10,13,C
33,85,B
89,52,A
15,24,C
93,50,A
18,28,C
19,87,B
45,68,B
11,26,C
20,53,C
76,32,B
16,59,C
19,100,B
44,84,B
12,75,B
11,28,C
40,87,B
97,84,A
15,22,C
80,75,A
80,52,B
35,23,C
48,87,B
82,44,B
31,82,B
21,76,B
77,36,B
58,79,B
16,12,C
44,33,C
27,48,C
89,93,A
22,36,C
87,53,A
61,84,A
22,10,C
49,52,B
58,87,A
38,97,B
77,46,B
39,32,C
34,77,B
50,99,A
88,14,B
98,51,A
76,18,B
59,84,A
69,20,B
93,74,A
34,35,C
64,28,B
75,25,B
30,64,B
20,28,C
97,40,B
49,50,B
92,88,A
91,82,A
50,30,B
43,80,B
84,62,A
18,25,C
67,66,B
41,17,C
38,34,C
92,85,A
37,47,B
47,92,B
42,53,B
52,89,A
84,95,A
72,68,A
21,11,C
20,37,C
82,71,A
49,46,B
98,90,A
72,36,B
45,67,B
14,86,B
64,35,B
75,10,B
79,59,B
65,33,B
72,63,B
81,19,B
29,56,B
39,69,B
93,31,B
61,58,B
54,12,C
94,21,B
34,94,B
64,74,B
78,98,A
70,35,B
42,77,B
11,91,B
91,65,A
31,21,C
50,94,A
47,91,B
11,92,B
72,54,B
18,67,B
91,37,B
99,52,A
97,45,A
68,53,B
11,70,B
74,94,A
24,94,B
98,55,A
47,58,B
16,80,B
51,57,B
75,75,A
57,11,C
76,43,B
49,86,B
55,80,B
50,60,B
31,69,B
50,44,B
76,59,B
54,62,B
80,58,B
36,100,B
28,47,C
49,52,B
36,34,C
14,70,B
98,16,B
85,29,B
74,51,B
24,16,C
50,23,C
10,59,C
83,17,B
67,95,A
60,59,B
84,85,A
40,94,B
25,73,B
51,25,C
28,24,C
20,65,B
99,52,A
56,69,B
32,28,C
60,68,B
42,49,B
83,94,A
55,18,C
47,63,B
50,52,B
79,40,B
24,88,B
45,70,B
69,77,A
46,69,B
13,43,C
35,39,C
85,93,A
86,83,A
57,88,A
98,54,A
40,71,B
30,80,B
58,95,A
99,52,A
78,56,B
41,39,B
32,82,B
24,81,B
73,46,B
10,33,C
10,68,C
58,81,B
31,46,C
13,98,B
82,69,A
91,15,B
42,90,B
93,58,A
58,76,B
56,36,B
89,87,A
17,99,B
30,50,B
85,90,A
69,60,B
33,19,C
19,50,C
27,56,B
45,34,C
69,98,A
79,16,B
55,12,C
64,84,A
57,79,B
11,100,B
13,46,C
57,49,B
76,43,B
63,77,A
79,20,B
81,20,B
68,55,B
79,89,A
13,100,B
79,68,A
86,88,A
68,55,B
15,88,B
13,94,B
37,95,B
72,49,B
43,56,B
43,33,C
64,36,B
91,99,A
64,99,A
51,16,C
23,56,C
87,51,B
45,57,B
18,95,B
75,66,A
20,85,B
64,16,B
12,50,C
85,36,B
50,100,A
82,64,A
62,25,B
49,54,B
84,57,A
63,65,B
88,87,A
94,50,A
21,37,C
33,93,B
36,74,B
22,48,C
53,51,B
52,28,B
14,46,C
50,60,B
93,20,B
68,13,B
58,97,A
29,40,C
31,36,C
87,69,A
83,35,B
93,94,A
80,90,A
23,60,B
18,35,C
60,63,B
25,40,C
35,17,C
87,15,B
21,99,B
29,44,C
52,11,C
88,19,B
18,57,C
34,59,B
43,76,B
99,90,A
73,12,B
62,32,B
11,64,C
96,74,A
80,52,B
35,21,C
97,87,A
43,97,A
93,15,B
43,50,B
43,68,B
18,38,C
82,48,B
99,53,A
41,62,B
37,92,B
86,84,A
64,95,A
53,41,B
23,12,C
91,98,A
90,67,A
44,19,C
71,100,A
52,20,C
85,32,B
18,79,B
17,100,B
19,51,C
25,89,B
25,60,B
86,67,A
11,64,C
22,71,B
38,87,B
68,63,B
15,72,B
35,52,B
55,47,B
81,44,B
90,15,B
75,98,A
71,76,A
85,30,B
33,27,C
26,57,B
62,57,B
63,78,A
58,21,C
80,48,B
87,50,B
29,47,C
47,42,B
38,43,B
42,77,B
76,48,B
11,19,C
91,78,A
47,32,C
85,75,A
73,18,B
24,23,C
69,22,B
40,26,C
14,68,B
16,94,B
75,96,A
100,33,B
41,19,C
100,66,A
42,97,B
47,33,B
86,21,B
65,57,B
20,51,C
47,94,A
97,29,B
18,84,B
29,79,B
11,74,B
55,84,B
38,69,B
23,24,C
82,52,B
71,31,B
31,74,B
63,59,B
36,45,B
72,40,B
17,31,C
35,10,C
13,97,B
28,71,B
48,85,B
34,33,C
69,68,B
15,80,B
24,82,B
65,70,B
23,94,B
59,57,B
71,28,B
100,22,B
18,76,B
11,16,C
97,21,B
22,55,C
82,79,A
25,11,C
23,37,C
14,80,B
67,17,B
62,86,A
19,20,C
44,89,B
89,74,A
67,35,B
36,49,B
43,35,C
10,93,B
13,31,C
83,89,A
29,44,C
32,59,B
61,44,B
60,49,B
44,44,B
97,100,A
48,10,C
52,87,B
78,93,A
84,52,B
94,99,A
82,33,B
32,17,C
82,99,A
47,27,C
78,21,B
96,56,A
96,10,B
41,98,B
27,24,C
49,70,B
100,55,A
68,71,B
21,10,C
63,38,B
50,66,B
30,62,B
51,73,B
39,20,C
85,24,B
27,92,B
42,26,C
64,15,C
87,72,A
56,77,B
14,73,B
38,77,B
85,66,A
71,55,B
84,18,B
72,65,B
53,50,B
94,86,A
67,15,B
42,60,B
16,17,C
27,27,C
73,43,B
89,65,A
65,26,B
75,24,B
28,80,B
56,17,C
11,45,C
59,50,B
94,20,B
31,69,B
65,49,B
58,31,B
78,83,A
68,28,B
59,96,A
96,26,B
91,93,A
72,74,A
42,48,B
37,13,C
22,24,C
50,71,B
20,52,C
82,28,B
15,51,C
76,36,B
98,69,A
96,36,B
14,49,C
32,89,B
37,16,C
39,23,C
76,72,A
94,76,A
100,57,A
59,65,B
19,88,B
30,81,B
49,80,B
70,45,B
33,70,B
70,85,A
59,28,B
80,82,A
97,59,A
22,95,B
50,32,B
46,59,B
53,38,B
88,91,A
45,47,B
12,65,C
54,62,B
27,32,C
52,18,C
56,92,A
76,54,B
45,51,B
41,36,C
42,61,B
41,82,B
17,55,C
82,28,B
62,42,B
17,65,B
19,76,B
23,44,C
99,32,B
35,83,B
61,89,A
26,87,B
99,71,A
85,36,B
45,99,A
35,39,C
44,26,C
71,76,A
66,97,A
61,96,A
53,35,B
93,21,B
54,15,C
98,12,B
73,58,B
76,21,B
32,68,B
46,66,B
65,91,A
57,51,B
36,33,C
70,17,B
76,83,A
34,41,C
78,36,B
23,79,B
86,74,A
34,48,B
31,100,B
47,56,B
34,61,B
39,86,B
17,43,C
10,74,B
59,32,B
60,38,B
52,64,B
79,65,A
49,96,A
78,37,B
59,16,C
87,64,A
47,71,B
47,52,B
39,100,B
29,87,B
34,22,C
37,100,B
35,89,B
83,95,A
93,26,B
65,36,B
45,43,B
17,98,B
90,34,B
49,29,C
98,27,B
21,74,B
73,50,B
54,56,B
84,17,B
15,25,C
67,54,B
99,94,A
94,17,B
59,59,B
66,34,B
47,85,B
94,79,A
90,92,A
38,76,B
91,52,A
77,12,B
24,85,B
36,91,B
93,25,B
27,66,B
81,59,A
69,74,A
88,88,A
13,23,C
16,83,B
48,62,B
36,94,B
32,24,C
62,95,A
20,79,B
94,97,A
10,77,B
51,11,C
90,18,B
26,67,B
36,64,B
48,64,B
17,25,C
81,16,B
58,19,C
57,49,B
72,20,B
30,58,B
71,88,A
31,75,B
15,15,C
43,20,C
54,52,B
66,65,B
67,14,B
74,48,B
41,63,B
49,63,B
62,23,B
79,40,B
60,59,B
77,21,B
44,76,B
51,56,B
27,89,B
92,56,A
73,80,A
69,57,B
64,92,A
98,29,B
94,17,B
91,34,B
34,55,B
19,18,C
88,81,A
83,79,A
56,82,B
48,56,B
85,94,A
58,68,B
49,27,C
74,27,B
40,24,C
52,10,C
39,44,B
43,44,B
93,34,B
49,68,B
88,93,A
71,95,A
10,37,C
12,62,C
84,88,A
60,78,B
74,92,A
64,61,B
39,98,B
90,25,B
73,53,B
99,79,A
65,45,B
63,78,A
23,43,C
40,78,B
39,39,C
85,62,A
94,71,A
96,97,A
81,82,A
74,16,B
49,98,A
25,98,B
92,71,A
19,68,B
98,37,B
92,22,B
93,14,B
63,23,B
28,40,C
26,89,B
27,23,C
67,14,B
10,68,C
26,24,C
10,64,C
89,88,A
85,43,B
86,93,A
21,17,C
10,20,C
28,16,C
30,22,C
35,64,B
15,58,C
85,28,B
78,76,A
50,48,B
30,52,B
84,44,B
14,47,C
17,92,B
42,52,B
53,69,B
64,29,B
10,74,B
52,41,B
59,71,B
85,63,A
74,72,A
43,37,B
95,34,B
41,31,C
89,63,A
35,86,B
49,40,B
66,53,B
35,25,C
43,23,C
27,80,B
25,88,B
81,30,B
77,62,B
65,49,B
42,99,A
17,62,C
87,63,A
40,64,B
51,65,B
22,47,C
20,47,C
48,45,B
62,42,B
14,52,C
51,14,C
84,42,B
13,86,B
21,26,C
10,12,C
79,52,B
26,84,B
31,27,C
62,11,C
18,71,B
46,15,C
58,37,B
17,92,B
86,24,B
17,95,B
80,96,A
30,21,C
10,42,C
32,36,C
14,62,C
97,64,A
100,21,B
74,46,B
84,39,B
84,39,B
79,45,B
85,81,A
26,29,C
18,72,B
99,32,B
81,22,B
94,81,A
31,43,C
27,73,B
18,27,C
13,79,B
62,82,A
30,43,C
61,83,A
37,44,B
15,97,B
84,86,A
38,29,C
20,12,C
27,78,B
14,76,B
38,34,C
100,40,A
91,92,A
50,38,B
12,17,C
15,31,C
96,69,A
73,12,B
74,18,B
18,97,B
60,10,C
52,72,B
32,57,B
75,25,B
39,65,B
80,12,B
51,73,B
41,76,B
70,67,B
66,19,B
17,23,C
82,89,A
86,32,B
17,55,C
15,44,C
91,75,A
88,21,B
95,64,A
54,88,A
69,34,B
53,61,B
80,14,B
32,77,B
47,22,C
72,68,A
91,60,A
35,30,C
24,21,C
97,40,B
74,80,A
24,76,B
29,95,B
67,30,B
57,47,B
26,72,B
86,29,B
80,33,B
92,21,B
85,15,B
64,16,B
72,96,A
63,83,A
93,54,A
34,18,C
61,21,B
78,11,B
78,54,B
64,18,B
58,48,B
33,39,C
33,38,C
16,52,C
95,40,B
54,96,A
35,56,B
53,35,B
85,97,A
95,100,A
76,26,B
10,56,C
86,99,A
19,42,C
30,74,B
45,60,B
67,74,A
29,31,C
39,15,C
20,28,C
56,54,B
23,17,C
48,85,B
33,56,B
94,94,A
64,88,A
57,90,A
12,19,C
36,45,B
97,16,B
21,70,B
66,13,C
83,19,B
65,68,B
47,26,C
90,44,B
68,38,B
58,17,C
59,82,A
64,44,B
87,84,A
32,72,B
34,86,B
11,16,C
81,80,A
31,42,C
43,49,B
87,13,B
100,63,A
10,76,B
82,58,A
37,38,C
72,86,A
18,22,C
75,49,B
15,42,C
22,80,B
58,16,C
92,60,A
39,27,C
67,35,B
31,94,B
100,98,A
85,13,B
86,15,B
33,27,C
37,33,C
54,32,B
78,78,A
62,95,A
54,20,C
39,84,B
81,77,A
88,25,B
74,39,B
76,17,B
69,76,A
90,60,A
44,98,A
20,14,C
21,32,C
62,13,C
49,44,B
18,53,C
50,63,B
32,78,B
33,13,C
96,36,B
26,78,B
20,72,B
50,82,B
24,53,C
46,42,B
26,93,B
69,68,B
25,86,B
39,59,B
83,49,B
92,71,A
10,12,C
80,34,B
83,77,A
13,76,B
18,57,C
35,18,C
78,53,B
92,35,B
55,22,C
63,34,B
58,22,B
31,64,B
83,24,B
11,72,B
69,83,A
46,43,B
87,45,B
75,72,A
15,87,B
14,74,B
84,92,A
57,14,C
13,10,C
27,71,B
47,81,B
71,22,B
91,53,A
12,87,B
38,15,C
93,53,A
64,59,B
47,45,B
60,49,B
66,97,A
37,84,B
16,85,B
70,54,B
38,41,C
61,21,B
11,18,C
81,94,A
77,99,A
17,12,C
97,60,A
64,100,A
45,68,B
40,67,B
19,27,C
66,20,B
62,71,B
61,60,B
21,65,B
91,10,B
10,51,C
52,58,B
27,33,C
26,38,C
40,31,C
64,39,B
36,31,C
79,27,B
88,31,B
47,75,B
55,83,B
88,52,A
30,78,B
11,31,C
61,23,B
28,12,C
87,26,B
66,66,B
74,42,B
77,37,B
38,47,B
50,58,B
84,47,B
41,55,B
72,51,B
95,63,A
51,14,C
18,55,C
10,62,C
48,88,B
10,38,C
87,59,A
75,28,B
62,35,B
56,42,B
61,17,C
57,11,C
89,82,A
17,90,B
21,47,C
17,16,C
46,10,C
15,34,C
72,26,B
13,32,C
66,32,B
31,42,C
12,10,C
50,79,B
27,69,B
47,51,B
54,93,A
62,77,B
19,40,C
59,86,A
60,22,B
12,65,C
18,49,C
53,25,C
53,31,B
83,34,B
64,80,A
34,35,C
59,17,C
76,71,A
59,96,A
61,73,B
18,50,C
75,49,B
60,49,B
100,42,A
12,17,C
16,28,C
19,76,B
86,40,B
68,83,A
17,76,B
24,50,C
93,98,A
14,43,C
51,37,B
77,37,B
29,50,C
84,41,B
34,77,B
51,67,B
82,76,A
59,71,B
74,13,B
66,45,B
56,11,C
73,86,A
25,24,C
48,50,B
73,46,B
10,95,B
26,21,C
10,39,C
65,74,B
36,87,B
19,83,B
47,66,B
67,25,B
20,10,C
54,89,A
64,53,B
91,83,A
29,31,C
11,22,C
70,20,B
26,71,B
56,59,B
93,55,A
93,12,B
41,80,B
59,83,A
73,10,B
32,81,B
14,54,C
78,34,B
58,71,B
43,31,C
21,73,B
28,38,C
31,45,C
96,51,A
91,15,B
39,72,B
75,52,B
62,31,B
41,42,B
22,86,B
82,40,B
23,22,C
41,39,B
72,46,B
26,87,B
57,47,B
10,89,B
67,13,B
82,43,B
94,96,A
43,58,B
17,59,C
70,22,B
69,58,B
65,38,B
44,75,B
44,10,C
23,72,B
36,39,C
83,35,B
80,28,B
14,37,C
72,16,B
69,65,B
88,64,A
53,20,C
86,27,B
67,71,B
22,11,C
77,96,A
41,53,B
52,60,B
63,17,B
24,19,C
11,25,C
98,36,B
27,52,C
49,24,C
10,42,C
78,36,B
36,74,B
27,75,B
61,94,A
21,28,C
49,67,B
14,54,C
69,64,B
42,57,B
41,63,B
55,56,B
97,32,B
38,49,B
40,35,C
80,82,A
99,49,A
49,91,A
54,58,B
49,90,B
24,32,C
31,13,C
54,42,B
65,75,A
49,74,B
28,96,B
31,61,B
72,14,B
51,51,B
60,93,A
91,93,A
74,19,B
52,96,A
14,39,C
82,45,B
36,27,C
14,44,C
15,66,B
59,51,B
53,86,B
26,82,B
55,88,A
92,29,B
61,62,B
60,34,B
38,47,B
96,84,A
77,63,A
81,95,A
57,39,B
12,20,C
55,33,B
88,39,B
35,78,B
31,76,B
35,82,B
35,40,C
47,86,B
35,24,C
100,84,A
42,45,B
57,83,A
98,51,A
91,44,B
19,87,B
100,93,A
22,45,C
18,62,B
48,75,B
16,30,C
53,51,B
10,52,C
61,39,B
24,12,C
31,58,B
53,48,B
83,96,A
65,41,B
40,45,B
49,31,B
17,54,C
29,11,C
17,46,C
20,75,B
18,32,C
81,14,B
28,62,B
50,28,C
59,41,B
80,86,A
70,35,B
69,52,B
92,54,A
95,83,A
79,58,B
97,71,A
38,69,B
11,34,C
29,61,B
99,95,A
36,53,B
77,54,B
41,100,A
47,41,B
67,78,A
62,24,B
54,23,C
47,32,C
71,20,B
83,33,B
47,32,C
100,29,B
88,96,A
76,47,B
83,39,B
55,34,B
68,59,B
88,56,A
83,60,A
88,46,B
91,26,B
22,17,C
12,25,C
18,30,C
74,18,B
91,99,A
66,81,A
44,25,C
41,80,B
73,54,B
82,52,B
47,15,C
19,21,C
35,48,B
35,33,C
55,76,B
55,57,B
24,32,C
91,52,A
66,47,B
50,85,B
23,38,C
56,66,B
93,25,B
43,95,B
10,85,B
59,60,B
53,34,B
69,99,A
74,48,B
27,44,C
70,90,A
67,28,B
18,45,C
65,81,A
82,69,A
58,52,B
76,52,B
60,80,A
86,27,B
72,88,A
76,31,B
64,78,A
18,100,B
56,62,B
26,97,B
33,54,B
35,93,B
15,81,B
22,23,C
78,50,B
71,57,B
19,43,C
48,10,C
97,90,A
57,60,B
61,85,A
70,73,A
34,30,C
11,11,C
61,21,B
34,53,B
52,93,A
32,44,C
73,18,B
35,64,B
36,27,C
72,93,A
50,31,B
75,73,A
66,88,A
83,98,A
34,81,B
41,84,B
97,52,A
57,64,B
19,21,C
55,89,A
12,58,C
43,99,A
44,17,C
28,77,B
99,61,A
23,84,B
73,32,B
75,88,A
27,86,B
85,91,A
71,27,B
85,29,B
10,38,C
36,42,C
19,30,C
52,48,B
14,50,C
75,78,A
89,54,A
42,54,B
34,91,B
25,21,C
56,48,B
54,63,B
43,73,B
51,18,C
10,23,C
11,39,C
96,94,A
20,91,B
37,63,B
74,17,B
75,47,B
48,30,C
79,86,A
96,49,A
39,72,B
80,47,B
34,26,C
75,10,B
91,69,A
22,44,C
99,41,A
79,10,B
71,25,B
17,98,B
48,87,B
11,63,C
54,75,B
70,88,A
68,36,B
57,27,B
54,16,C
61,40,B
73,67,A
82,17,B
69,29,B
100,100,A
39,90,B
84,40,B
38,46,B
37,88,B
62,86,A
83,14,B
24,83,B
64,40,B
86,13,B
97,32,B
10,56,C
84,44,B
20,87,B
77,18,B
74,16,B
98,51,A
22,20,C
36,41,C
47,81,B
56,20,C
82,37,B
85,67,A
92,47,B
66,86,A
34,41,C
28,37,C
68,37,B
90,31,B
44,22,C
14,93,B
58,41,B
17,22,C
44,32,C
64,25,B
92,29,B
51,13,C
18,79,B
97,19,B
40,49,B
84,56,A
43,57,B
29,55,B
65,64,B
41,77,B
88,19,B
66,78,A
72,16,B
18,82,B
91,71,A
15,96,B
24,27,C
69,40,B
66,35,B
25,82,B
100,44,A
30,15,C
67,20,B
40,88,B
23,67,B
25,17,C
15,21,C
88,87,A
89,22,B
63,68,B
91,14,B
13,90,B
85,51,B
94,81,A
87,82,A
40,88,B
78,94,A
51,47,B
77,99,A
56,32,B
78,89,A
56,62,B
47,57,B
65,74,B
97,65,A
44,77,B
51,50,B
27,30,C
80,85,A
35,34,C
11,20,C
66,29,B
83,33,B
11,74,B
58,96,A
49,89,B
75,53,B
47,39,B
86,12,B
81,96,A
48,22,C
76,49,B
57,54,B
20,55,C
96,62,A
84,47,B
11,53,C
41,19,C
54,53,B
56,61,B
33,61,B
19,24,C
22,19,C
71,87,A
45,73,B
33,49,B
82,53,B
50,40,B
43,61,B
77,42,B
73,40,B
91,12,B
67,24,B
77,49,B
44,59,B
95,85,A
62,88,A
64,47,B
36,79,B
62,13,C
48,94,A
60,28,B
28,14,C
31,72,B
95,67,A
48,85,B
71,23,B
38,10,C
86,68,A
52,59,B
80,60,A
73,77,A
96,13,B
97,94,A
39,77,B
91,88,A
95,87,A
19,22,C
15,95,B
52,13,C
16,34,C
13,70,B
75,61,B
98,87,A
56,87,A
77,96,A
57,36,B
78,14,B
83,87,A
32,64,B
49,95,A
54,33,B
67,13,B
68,94,A
28,88,B
24,78,B
10,34,C
45,50,B
40,19,C
39,78,B
48,76,B
23,97,B
71,57,B
77,26,B
47,89,B
29,68,B
34,46,B
35,40,C
24,31,C
80,87,A
36,33,C
10,66,C
45,95,A
29,82,B
81,94,A
17,37,C
60,24,B
33,58,B
86,43,B
59,80,B
16,80,B
61,52,B
81,69,A
97,43,A
100,58,A
44,66,B
84,83,A
100,36,B
98,72,A
94,24,B
27,15,C
87,93,A
76,74,A
17,49,C
52,77,B
74,91,A
97,55,A
14,45,C
57,14,C
89,40,B
52,82,B
28,44,C
22,36,C
88,33,B
80,34,B
43,92,B
19,42,C
100,20,B
48,92,A
75,38,B
58,79,B
15,76,B
70,29,B
69,12,B
76,20,B
51,62,B
82,79,A
77,12,B
23,97,B
24,11,C
89,46,B
18,87,B
63,55,B
48,83,B
62,95,A
100,22,B
94,34,B
46,47,B
85,74,A
66,51,B
33,67,B
64,57,B
11,53,C
34,73,B
47,67,B
74,96,A
76,65,A
56,51,B
23,16,C
58,16,C
29,93,B
92,88,A
40,74,B
11,85,B
10,20,C
57,99,A
81,17,B
37,14,C
28,28,C
37,55,B
23,100,B
63,38,B
96,17,B
32,70,B
53,59,B
28,41,C
27,93,B
18,28,C
31,93,B
14,97,B
52,32,B
25,50,C
56,29,B
12,12,C
83,100,A
49,85,B
84,87,A
10,25,C
34,78,B
79,75,A
35,74,B
87,67,A
54,96,A
33,15,C
54,29,B
26,51,C
16,29,C
71,56,B
78,39,B
23,69,B
22,14,C
45,55,B
47,28,C
10,17,C
75,68,A
99,97,A
45,41,B
82,33,B
76,79,A
25,11,C
58,56,B
98,52,A
48,94,A
42,90,B
79,39,B
77,24,B
82,56,B
81,44,B
56,99,A
85,99,A
17,69,B
62,74,B
51,82,B
48,48,B
12,66,C
95,16,B
61,44,B
72,57,B
84,75,A
44,95,B
91,77,A
52,82,B
61,29,B
15,84,B
42,96,B
66,37,B
99,32,B
53,25,C
81,12,B
75,49,B
15,23,C
50,28,C
58,68,B
14,65,C
73,63,B
67,57,B
27,11,C
99,81,A
18,54,C
34,41,C
11,41,C
38,58,B
29,81,B
16,43,C
26,21,C
48,52,B
84,69,A
55,94,A
87,27,B
71,98,A
64,68,B
56,82,B
54,67,B
30,44,C
27,87,B
85,92,A
34,28,C
51,58,B
11,57,C
95,46,A
38,11,C
30,37,C
30,63,B
44,60,B
44,22,C
88,17,B
77,84,A
55,35,B
93,10,B
87,95,A
45,13,C
57,84,A
96,12,B
35,71,B
34,90,B
21,16,C
20,15,C
59,93,A
93,89,A
82,60,A
27,80,B
87,24,B
70,34,B
55,94,A
99,30,B
55,89,A
62,54,B
44,19,C
48,97,A
52,96,A
62,63,B
96,78,A
66,69,B
66,18,B
78,39,B
89,97,A
84,81,A
56,41,B
97,94,A
48,73,B
34,62,B
77,81,A
77,90,A
62,62,B
73,21,B
55,83,B
68,65,B
86,73,A
93,27,B
11,86,B
95,76,A
59,30,B
56,83,B
48,59,B
40,71,B
26,75,B
59,91,A
49,11,C
22,55,C
99,29,B
48,96,A
55,50,B
91,11,B
23,97,B
81,92,A
83,16,B
48,72,B
23,60,B
53,31,B
52,22,C
43,27,C
72,18,B
52,81,B
86,26,B
53,17,C
80,40,B
87,32,B
48,32,B
68,56,B
72,11,B
40,77,B
99,98,A
26,48,C
29,13,C
16,15,C
80,51,B
86,28,B
50,43,B
40,34,C
21,50,C
17,83,B
91,39,B
10,18,C
38,80,B
42,23,C
100,33,B
18,26,C
38,85,B
84,69,A
53,21,C
27,66,B
25,28,C
75,13,B
62,26,B
99,37,B
42,59,B
78,27,B
10,28,C
61,28,B
90,78,A
97,65,A
28,30,C
49,14,C
76,74,A
68,43,B
96,16,B
93,63,A
24,60,B
33,55,B
12,55,C
28,20,C
56,17,C
69,14,B
58,63,B
