KOR,MATH,GRADE 
37,37,C
18,16,C
16,39,C
33,21,C
67,14,B
51,53,B
60,20,B
55,71,B
89,34,B
19,43,C
43,86,B
15,81,B
23,62,B
87,76,A
45,47,B
51,42,B
34,23,C
90,42,B
54,53,B
60,81,A
80,30,B
78,97,A
91,92,A
79,37,B
43,17,C
43,71,B
99,81,A
86,33,B
89,55,A
10,83,B
55,57,B
48,54,B
69,31,B
48,83,B
52,77,B
63,20,B
54,18,C
64,65,B
56,48,B
33,61,B
74,61,B
28,47,C
78,94,A
83,22,B
10,78,B
63,28,B
88,91,A
29,64,B
53,28,B
49,83,B
100,27,B
51,25,C
17,63,B
99,35,B
65,40,B
100,47,A
36,86,B
18,90,B
82,27,B
95,60,A
87,64,A
57,42,B
82,14,B
78,69,A
15,70,B
52,48,B
90,95,A
61,24,B
33,80,B
71,52,B
99,38,B
56,86,A
34,47,B
75,68,A
93,36,B
38,88,B
47,86,B
63,80,A
77,98,A
88,54,A
38,34,C
30,56,B
96,97,A
23,31,C
86,18,B
70,24,B
58,62,B
24,16,C
58,65,B
31,30,C
35,78,B
65,10,C
48,69,B
32,19,C
86,95,A
48,64,B
70,82,A
29,86,B
65,18,B
32,50,B
97,62,A
38,14,C
85,99,A
46,63,B
42,70,B
100,52,A
32,49,B
92,26,B
85,73,A
79,76,A
22,10,C
56,60,B
11,83,B
41,50,B
91,99,A
22,20,C
53,64,B
15,96,B
33,49,B
45,41,B
77,84,A
20,79,B
88,82,A
27,54,B
37,38,C
64,21,B
43,15,C
87,26,B
75,16,B
53,68,B
79,50,B
100,95,A
33,84,B
34,56,B
85,33,B
66,10,C
10,32,C
42,92,B
33,80,B
67,70,B
72,16,B
95,41,B
27,96,B
72,41,B
92,89,A
21,90,B
30,49,C
64,67,B
55,10,C
77,95,A
61,57,B
62,42,B
98,62,A
37,39,C
89,94,A
72,96,A
69,70,B
59,83,A
32,17,C
58,52,B
68,73,A
58,87,A
31,37,C
44,58,B
94,10,B
41,26,C
93,18,B
72,19,B
48,68,B
97,33,B
77,28,B
50,89,B
65,91,A
62,33,B
11,72,B
94,39,B
21,39,C
86,96,A
57,37,B
56,97,A
81,54,B
28,10,C
52,81,B
88,81,A
19,80,B
65,17,B
79,63,A
86,63,A
55,44,B
28,55,B
97,87,A
63,53,B
29,29,C
86,10,B
83,66,A
35,16,C
41,49,B
92,35,B
57,68,B
38,51,B
30,33,C
52,53,B
97,60,A
99,40,B
31,90,B
37,10,C
94,25,B
95,100,A
59,17,C
12,18,C
61,100,A
49,41,B
48,100,A
73,23,B
37,49,B
73,54,B
27,100,B
17,74,B
42,30,C
13,25,C
38,12,C
73,64,B
35,58,B
42,97,B
37,49,B
39,80,B
98,60,A
57,29,B
46,78,B
86,78,A
23,68,B
30,43,C
45,37,B
14,81,B
100,50,A
47,50,B
86,80,A
29,26,C
39,46,B
19,14,C
99,66,A
87,98,A
86,71,A
50,68,B
93,41,B
11,16,C
39,53,B
57,76,B
89,13,B
45,37,B
27,79,B
44,24,C
66,19,B
32,65,B
11,29,C
57,17,C
73,62,B
62,27,B
89,40,B
56,29,B
67,52,B
39,25,C
91,81,A
58,93,A
57,56,B
66,94,A
21,27,C
50,76,B
85,73,A
100,67,A
52,51,B
69,22,B
90,22,B
37,75,B
44,28,C
68,69,B
64,47,B
51,42,B
40,23,C
70,64,B
61,86,A
71,72,A
25,61,B
28,46,C
52,69,B
33,79,B
13,32,C
71,20,B
65,59,B
86,58,A
45,96,A
18,94,B
82,27,B
18,51,C
25,92,B
98,50,A
78,48,B
16,56,C
23,68,B
40,34,C
88,68,A
19,37,C
12,46,C
22,24,C
19,25,C
48,32,B
39,92,B
36,48,B
98,82,A
34,32,C
59,28,B
20,16,C
46,89,B
10,16,C
75,32,B
64,28,B
88,72,A
19,57,C
18,37,C
25,26,C
63,39,B
97,75,A
56,76,B
89,90,A
41,98,B
62,85,A
61,35,B
86,19,B
49,51,B
84,71,A
60,83,A
21,47,C
76,37,B
61,53,B
23,81,B
92,97,A
83,97,A
56,89,A
19,95,B
21,43,C
79,26,B
100,57,A
47,63,B
63,100,A
45,58,B
36,17,C
28,19,C
41,46,B
43,71,B
63,83,A
82,96,A
74,92,A
46,26,C
80,54,B
31,80,B
77,49,B
24,49,C
25,38,C
16,33,C
85,45,B
93,78,A
42,72,B
79,74,A
92,89,A
10,60,C
16,21,C
14,18,C
76,85,A
16,20,C
75,33,B
26,76,B
31,87,B
11,92,B
97,60,A
83,41,B
22,35,C
18,39,C
20,48,C
57,10,C
35,96,B
87,57,A
30,36,C
28,74,B
21,27,C
55,13,C
86,65,A
96,16,B
83,49,B
99,58,A
31,27,C
97,41,B
61,79,A
25,85,B
96,74,A
85,90,A
20,25,C
90,64,A
68,83,A
35,80,B
93,34,B
22,18,C
45,40,B
31,29,C
58,79,B
49,44,B
51,80,B
10,77,B
94,60,A
88,100,A
55,52,B
47,88,B
23,97,B
67,10,C
75,52,B
84,67,A
72,48,B
42,33,C
10,36,C
74,52,B
83,46,B
85,79,A
48,63,B
77,72,A
25,34,C
66,99,A
82,77,A
22,78,B
97,65,A
73,39,B
38,90,B
51,84,B
87,76,A
63,63,B
83,42,B
32,74,B
25,74,B
65,89,A
95,28,B
52,76,B
36,15,C
23,38,C
50,52,B
11,46,C
75,65,A
21,64,B
19,36,C
75,81,A
92,17,B
38,11,C
87,12,B
95,35,B
26,80,B
80,82,A
74,10,B
75,25,B
85,37,B
64,66,B
79,18,B
62,28,B
77,22,B
72,55,B
86,14,B
66,81,A
19,24,C
59,78,B
100,25,B
76,23,B
11,87,B
43,46,B
73,12,B
53,40,B
88,54,A
18,21,C
52,53,B
81,93,A
49,22,C
13,75,B
34,19,C
41,14,C
90,66,A
93,50,A
20,33,C
82,42,B
22,11,C
49,98,A
50,18,C
37,60,B
56,30,B
42,44,B
92,40,B
100,63,A
48,80,B
84,24,B
49,33,B
40,47,B
38,59,B
39,85,B
23,19,C
18,98,B
48,42,B
55,90,A
60,44,B
26,79,B
90,94,A
22,90,B
36,81,B
25,91,B
37,87,B
64,47,B
53,43,B
56,89,A
65,16,B
62,96,A
32,54,B
50,35,B
37,67,B
99,18,B
94,32,B
11,25,C
70,82,A
43,20,C
40,65,B
54,40,B
76,60,B
58,76,B
97,32,B
34,71,B
62,64,B
25,59,B
34,76,B
55,40,B
27,82,B
95,19,B
14,19,C
53,79,B
38,91,B
90,95,A
45,43,B
82,12,B
73,55,B
40,95,B
50,92,A
13,76,B
11,74,B
95,82,A
28,34,C
51,57,B
45,21,C
98,15,B
72,84,A
70,11,B
27,58,B
65,31,B
31,70,B
20,59,C
79,93,A
80,40,B
82,54,B
53,52,B
84,23,B
10,57,C
51,39,B
15,53,C
36,16,C
57,85,A
59,50,B
67,67,B
41,70,B
95,23,B
69,38,B
48,22,C
49,66,B
55,15,C
59,99,A
91,63,A
72,90,A
57,73,B
48,27,C
60,80,A
54,32,B
88,70,A
14,41,C
55,65,B
28,19,C
71,63,B
31,84,B
56,78,B
86,62,A
42,23,C
41,78,B
63,42,B
38,29,C
77,97,A
97,68,A
30,48,C
12,56,C
74,10,B
12,48,C
78,86,A
42,55,B
61,63,B
62,52,B
62,74,B
79,26,B
51,84,B
57,93,A
46,33,C
23,17,C
46,86,B
70,100,A
30,77,B
83,82,A
31,86,B
35,46,B
31,72,B
92,48,A
62,19,B
38,63,B
82,91,A
43,24,C
61,32,B
92,85,A
44,61,B
29,95,B
35,57,B
93,66,A
99,38,B
34,15,C
61,45,B
74,53,B
10,71,B
75,59,B
35,43,C
94,17,B
82,52,B
67,12,C
72,64,B
46,29,C
91,29,B
56,49,B
61,36,B
55,15,C
49,71,B
98,21,B
95,72,A
36,28,C
75,30,B
96,74,A
50,67,B
38,47,B
78,18,B
36,65,B
60,55,B
69,58,B
15,54,C
39,16,C
45,10,C
85,58,A
33,64,B
78,25,B
94,35,B
49,63,B
24,55,C
38,90,B
49,25,C
93,16,B
74,22,B
95,35,B
41,78,B
63,69,B
21,79,B
24,18,C
53,81,B
29,41,C
48,18,C
58,40,B
20,85,B
78,45,B
68,20,B
82,47,B
63,32,B
64,38,B
65,19,B
63,83,A
23,71,B
35,60,B
49,53,B
72,22,B
25,37,C
63,61,B
56,79,B
21,73,B
55,94,A
95,29,B
85,68,A
65,27,B
48,48,B
89,74,A
45,43,B
43,13,C
45,58,B
43,71,B
82,80,A
47,58,B
57,43,B
42,40,B
17,39,C
51,55,B
68,25,B
30,23,C
34,41,C
37,26,C
24,36,C
87,56,A
18,25,C
58,36,B
11,58,C
27,48,C
16,99,B
31,37,C
15,46,C
45,63,B
58,100,A
10,40,C
82,95,A
90,28,B
71,35,B
52,82,B
45,10,C
50,94,A
24,40,C
12,85,B
88,18,B
61,36,B
11,99,B
88,85,A
87,65,A
95,47,A
41,32,C
73,82,A
31,38,C
86,78,A
55,48,B
49,20,C
86,23,B
60,16,C
31,30,C
80,60,A
90,92,A
85,80,A
26,81,B
74,91,A
90,92,A
74,79,A
78,21,B
78,26,B
40,94,B
49,26,C
31,84,B
77,55,B
94,96,A
13,33,C
39,46,B
42,27,C
17,55,C
83,93,A
51,13,C
89,24,B
61,72,B
53,28,B
53,14,C
96,27,B
72,30,B
44,65,B
46,72,B
14,11,C
11,30,C
16,26,C
48,28,C
26,29,C
48,68,B
35,17,C
87,77,A
38,42,B
93,19,B
29,38,C
44,78,B
87,77,A
54,51,B
91,76,A
67,15,B
54,57,B
32,36,C
43,21,C
77,85,A
25,56,B
42,85,B
11,76,B
71,86,A
16,87,B
17,31,C
53,75,B
77,18,B
68,67,B
29,42,C
12,97,B
28,20,C
28,83,B
29,83,B
95,14,B
71,71,A
27,76,B
49,14,C
63,52,B
21,84,B
29,82,B
79,72,A
70,63,B
49,91,A
21,99,B
60,94,A
39,18,C
35,41,C
28,60,B
37,49,B
18,50,C
79,29,B
30,27,C
79,48,B
40,98,B
37,68,B
46,100,A
49,72,B
56,44,B
32,55,B
82,85,A
63,48,B
81,74,A
43,40,B
48,74,B
57,98,A
56,84,A
89,60,A
59,47,B
89,49,B
35,60,B
66,47,B
96,23,B
73,13,B
18,84,B
65,20,B
64,37,B
50,66,B
56,79,B
77,40,B
57,18,C
94,16,B
65,100,A
15,54,C
34,17,C
52,47,B
59,99,A
100,24,B
58,60,B
21,82,B
37,12,C
70,87,A
79,78,A
31,23,C
16,96,B
86,20,B
77,32,B
31,71,B
21,71,B
80,13,B
28,22,C
66,60,B
99,64,A
73,57,B
12,64,C
54,83,B
66,92,A
47,62,B
35,54,B
72,93,A
98,79,A
26,94,B
36,21,C
33,29,C
99,38,B
34,42,C
22,65,B
87,83,A
45,51,B
44,21,C
95,31,B
52,14,C
45,67,B
89,27,B
54,20,C
21,23,C
68,69,B
58,58,B
28,74,B
55,73,B
88,74,A
100,41,A
64,31,B
26,68,B
32,69,B
42,21,C
36,66,B
64,29,B
24,21,C
71,41,B
67,82,A
50,26,C
41,74,B
21,17,C
10,72,B
84,32,B
59,66,B
97,48,A
26,14,C
52,72,B
63,96,A
96,52,A
17,66,B
30,68,B
80,76,A
23,84,B
33,31,C
92,61,A
37,91,B
41,98,B
40,74,B
35,33,C
15,39,C
73,97,A
95,84,A
43,70,B
66,69,B
11,73,B
97,34,B
22,93,B
42,75,B
58,56,B
59,27,B
54,55,B
18,17,C
76,71,A
47,33,B
13,18,C
28,99,B
10,38,C
52,75,B
88,10,B
67,21,B
55,76,B
37,36,C
25,16,C
68,34,B
86,83,A
26,11,C
72,55,B
96,44,A
97,38,B
74,88,A
60,75,B
79,45,B
13,35,C
50,13,C
78,49,B
53,43,B
61,39,B
51,97,A
41,15,C
16,69,B
57,51,B
82,59,A
87,73,A
22,86,B
33,82,B
73,59,B
19,38,C
26,71,B
60,55,B
20,44,C
33,64,B
94,31,B
33,50,B
48,20,C
53,56,B
90,88,A
77,78,A
89,91,A
21,55,C
62,99,A
62,37,B
63,28,B
93,94,A
37,52,B
84,67,A
14,70,B
87,65,A
62,61,B
93,58,A
33,80,B
51,42,B
72,77,A
43,17,C
90,70,A
54,22,C
53,44,B
54,14,C
33,68,B
27,22,C
29,57,B
83,59,A
98,27,B
36,63,B
59,79,B
46,10,C
98,73,A
27,82,B
98,94,A
21,57,C
86,50,B
46,20,C
39,91,B
86,28,B
84,12,B
12,58,C
39,13,C
61,38,B
32,94,B
33,51,B
45,89,B
59,87,A
45,65,B
30,96,B
19,95,B
69,78,A
37,20,C
56,14,C
91,70,A
95,17,B
12,69,B
100,20,B
26,97,B
89,57,A
98,46,A
35,72,B
71,59,B
69,17,B
12,81,B
84,65,A
44,96,A
64,93,A
40,56,B
91,69,A
81,33,B
62,40,B
37,33,C
46,90,B
86,48,B
10,74,B
66,88,A
14,38,C
31,12,C
15,27,C
14,31,C
93,48,A
12,95,B
76,47,B
100,67,A
75,46,B
39,63,B
42,56,B
18,58,C
16,13,C
15,82,B
52,85,B
22,20,C
43,45,B
85,24,B
79,92,A
59,17,C
82,21,B
49,14,C
72,17,B
51,30,B
95,92,A
15,83,B
20,10,C
40,64,B
76,69,A
66,50,B
64,12,C
22,59,B
75,39,B
55,94,A
88,93,A
82,65,A
50,54,B
71,22,B
83,89,A
97,18,B
66,59,B
57,25,B
87,49,B
28,87,B
12,58,C
28,38,C
34,82,B
35,45,B
29,32,C
49,76,B
96,38,B
87,54,A
45,31,C
98,47,A
51,75,B
83,98,A
40,78,B
86,98,A
28,68,B
32,98,B
95,86,A
61,23,B
51,97,A
96,20,B
96,85,A
22,19,C
14,49,C
67,36,B
80,38,B
68,72,A
72,61,B
52,71,B
58,41,B
83,33,B
52,94,A
52,60,B
72,19,B
68,48,B
25,80,B
94,41,B
35,60,B
93,45,B
38,22,C
53,18,C
11,98,B
81,60,A
10,43,C
17,53,C
39,24,C
56,99,A
17,92,B
19,86,B
45,17,C
14,84,B
47,86,B
28,49,C
17,92,B
69,92,A
46,76,B
30,28,C
41,19,C
77,52,B
31,19,C
88,90,A
69,96,A
99,73,A
99,10,B
77,51,B
23,100,B
73,97,A
88,35,B
82,10,B
19,12,C
33,74,B
76,21,B
99,95,A
85,16,B
75,25,B
99,10,B
35,66,B
17,57,C
43,16,C
45,80,B
37,30,C
83,43,B
45,75,B
67,47,B
22,69,B
62,81,A
64,15,C
90,43,B
72,84,A
66,51,B
18,62,B
20,97,B
49,93,A
87,45,B
76,35,B
75,65,A
15,93,B
34,44,C
74,45,B
95,25,B
31,61,B
25,91,B
16,37,C
60,96,A
38,45,B
39,84,B
65,61,B
75,24,B
82,99,A
45,73,B
13,65,C
87,39,B
98,63,A
97,61,A
98,62,A
88,84,A
19,37,C
53,13,C
57,13,C
17,34,C
27,15,C
33,96,B
42,58,B
49,90,B
98,52,A
68,72,A
87,49,B
68,11,C
18,81,B
53,23,C
27,74,B
15,50,C
32,59,B
21,43,C
70,51,B
34,56,B
31,24,C
22,36,C
36,16,C
90,94,A
58,65,B
39,23,C
78,20,B
27,86,B
11,25,C
65,60,B
14,62,C
49,18,C
47,53,B
12,46,C
48,91,B
37,39,C
74,33,B
84,49,B
14,82,B
23,74,B
30,85,B
28,35,C
57,81,B
46,96,A
40,20,C
82,69,A
75,20,B
85,42,B
45,10,C
16,83,B
71,99,A
60,26,B
61,79,A
83,16,B
20,82,B
69,49,B
30,90,B
47,57,B
31,13,C
35,24,C
34,32,C
54,60,B
14,71,B
60,74,B
10,78,B
67,60,B
52,85,B
21,98,B
18,36,C
61,48,B
77,17,B
52,11,C
74,27,B
54,57,B
23,24,C
91,61,A
49,12,C
39,79,B
55,89,A
87,58,A
45,79,B
88,59,A
46,65,B
90,55,A
53,59,B
33,60,B
28,90,B
14,35,C
82,91,A
45,81,B
67,100,A
91,48,B
75,32,B
34,56,B
43,54,B
76,62,B
44,40,B
75,57,B
79,16,B
64,74,B
41,49,B
63,21,B
27,22,C
60,43,B
13,66,C
90,92,A
46,62,B
85,35,B
90,39,B
85,81,A
46,29,C
29,27,C
41,91,B
14,68,B
21,90,B
75,81,A
68,41,B
58,58,B
43,36,C
66,15,B
97,85,A
42,86,B
20,78,B
11,31,C
25,85,B
12,14,C
26,55,B
52,44,B
70,42,B
83,61,A
33,66,B
85,53,B
60,31,B
100,97,A
55,68,B
37,52,B
61,36,B
71,95,A
18,75,B
16,83,B
42,63,B
68,22,B
57,74,B
88,80,A
31,84,B
87,39,B
61,33,B
37,98,B
62,99,A
91,41,B
85,74,A
48,83,B
99,29,B
33,20,C
59,67,B
94,46,A
91,66,A
32,53,B
99,49,A
96,98,A
59,59,B
16,48,C
68,95,A
23,56,C
93,98,A
18,71,B
47,34,B
11,55,C
29,99,B
52,81,B
78,55,B
10,57,C
88,22,B
50,69,B
18,83,B
62,83,A
26,36,C
64,47,B
75,13,B
92,83,A
67,21,B
26,95,B
27,15,C
78,56,B
90,68,A
81,48,B
85,45,B
60,54,B
48,84,B
12,83,B
18,13,C
65,33,B
10,34,C
42,86,B
87,100,A
42,54,B
86,60,A
32,29,C
46,21,C
73,64,B
85,93,A
91,87,A
68,66,B
92,41,B
23,83,B
61,100,A
24,39,C
43,85,B
29,40,C
37,80,B
92,17,B
69,39,B
42,46,B
40,64,B
63,99,A
90,62,A
56,67,B
39,66,B
71,45,B
63,91,A
36,93,B
74,91,A
97,94,A
36,20,C
66,76,A
31,25,C
18,53,C
13,31,C
67,15,B
71,40,B
50,70,B
89,36,B
63,91,A
25,65,B
20,97,B
52,82,B
18,97,B
99,90,A
95,87,A
81,65,A
97,100,A
53,74,B
75,39,B
10,86,B
52,33,B
95,45,A
70,13,B
78,35,B
17,17,C
89,26,B
74,35,B
24,55,C
94,95,A
26,44,C
65,51,B
100,17,B
38,85,B
27,59,B
43,83,B
82,38,B
11,57,C
36,98,B
44,55,B
90,41,B
79,79,A
28,54,B
96,60,A
64,66,B
44,63,B
56,19,C
44,69,B
34,30,C
14,68,B
10,90,B
87,55,A
13,69,B
41,43,B
90,35,B
36,26,C
60,96,A
10,98,B
62,13,C
51,21,C
18,59,C
50,32,B
69,87,A
40,72,B
96,93,A
36,84,B
89,94,A
64,85,A
60,16,C
13,14,C
67,68,B
20,30,C
76,19,B
23,16,C
69,20,B
52,23,C
25,10,C
21,99,B
74,64,B
25,47,C
59,33,B
89,36,B
27,86,B
41,35,C
95,44,B
85,10,B
19,58,C
14,18,C
57,31,B
83,18,B
68,69,B
43,30,C
11,11,C
29,54,B
62,68,B
19,94,B
43,20,C
24,84,B
23,94,B
88,79,A
82,31,B
70,99,A
12,87,B
78,28,B
32,84,B
51,74,B
57,31,B
100,13,B
79,69,A
83,32,B
17,37,C
40,79,B
11,27,C
31,42,C
82,81,A
28,23,C
77,70,A
47,82,B
28,88,B
73,45,B
17,63,B
84,33,B
89,34,B
82,46,B
37,95,B
55,17,C
27,76,B
66,40,B
60,100,A
21,48,C
37,86,B
84,31,B
99,42,A
90,98,A
76,36,B
25,40,C
30,75,B
95,84,A
47,30,C
42,58,B
70,100,A
25,77,B
94,21,B
72,47,B
90,10,B
69,18,B
51,65,B
77,28,B
61,64,B
93,63,A
55,61,B
93,73,A
67,50,B
63,88,A
32,48,B
51,62,B
61,52,B
64,63,B
26,62,B
28,34,C
21,24,C
12,98,B
91,50,A
99,49,A
12,45,C
35,70,B
47,67,B
86,57,A
74,81,A
15,32,C
93,61,A
24,73,B
52,31,B
45,63,B
49,64,B
37,33,C
92,75,A
83,80,A
23,26,C
59,21,B
56,54,B
43,68,B
10,88,B
65,34,B
48,25,C
38,24,C
20,73,B
22,55,C
100,58,A
19,76,B
50,89,B
13,17,C
18,93,B
31,12,C
30,95,B
44,25,C
26,97,B
90,39,B
42,88,B
50,27,C
62,59,B
67,24,B
77,47,B
13,92,B
95,43,B
42,14,C
87,50,B
60,24,B
90,84,A
70,82,A
58,52,B
75,17,B
34,68,B
59,48,B
49,65,B
81,49,B
62,13,C
77,100,A
81,68,A
93,57,A
44,42,B
42,73,B
29,48,C
38,31,C
43,62,B
36,91,B
23,73,B
99,75,A
13,89,B
71,24,B
86,91,A
16,94,B
11,25,C
65,80,A
67,22,B
72,52,B
81,65,A
54,71,B
85,28,B
27,57,B
99,47,A
98,42,A
87,56,A
61,22,B
80,59,B
84,65,A
32,91,B
73,78,A
51,51,B
34,80,B
89,91,A
71,87,A
90,43,B
43,60,B
67,70,B
64,90,A
20,65,B
91,41,B
76,48,B
12,100,B
35,72,B
15,40,C
76,29,B
55,32,B
40,51,B
76,15,B
27,54,B
73,41,B
51,73,B
35,44,C
10,47,C
90,98,A
76,69,A
65,32,B
21,52,C
85,11,B
79,39,B
23,72,B
57,14,C
95,65,A
83,95,A
99,16,B
57,31,B
25,29,C
30,30,C
80,29,B
21,80,B
81,90,A
86,42,B
19,33,C
20,94,B
22,93,B
50,13,C
20,30,C
77,26,B
37,32,C
58,19,C
46,58,B
25,85,B
18,43,C
17,55,C
40,31,C
33,42,C
96,70,A
20,91,B
30,39,C
90,47,B
64,11,C
32,33,C
64,59,B
94,54,A
62,19,B
93,68,A
67,91,A
43,10,C
13,60,C
93,49,A
22,43,C
36,48,B
54,36,B
60,59,B
20,79,B
63,69,B
27,76,B
21,18,C
23,24,C
26,59,B
24,63,B
38,25,C
100,57,A
44,23,C
49,74,B
14,45,C
70,97,A
17,31,C
61,45,B
54,100,A
100,42,A
25,61,B
79,88,A
51,14,C
63,48,B
56,88,A
90,98,A
71,89,A
62,40,B
29,49,C
21,78,B
89,99,A
33,50,B
23,90,B
34,84,B
45,91,B
31,27,C
33,99,B
80,72,A
87,82,A
61,42,B
12,98,B
81,17,B
93,80,A
69,91,A
65,14,C
100,63,A
99,42,A
10,23,C
88,96,A
68,89,A
70,19,B
54,77,B
32,30,C
35,87,B
82,21,B
66,83,A
77,25,B
72,14,B
55,88,A
26,26,C
11,77,B
26,74,B
85,99,A
86,24,B
81,20,B
42,35,C
50,82,B
48,19,C
95,63,A
39,44,B
40,82,B
49,47,B
29,17,C
66,54,B
38,31,C
62,60,B
78,68,A
36,79,B
90,26,B
60,26,B
32,87,B
73,27,B
95,47,A
66,45,B
70,20,B
85,38,B
98,19,B
63,73,B
83,47,B
88,46,B
79,70,A
14,70,B
16,45,C
75,47,B
31,70,B
48,13,C
90,97,A
29,25,C
36,91,B
45,92,B
64,26,B
65,77,A
75,52,B
71,37,B
22,19,C
14,30,C
61,70,B
63,28,B
72,38,B
62,56,B
78,13,B
61,20,B
12,27,C
18,34,C
87,54,A
33,89,B
74,79,A
14,93,B
94,25,B
83,98,A
17,22,C
91,47,B
56,39,B
78,90,A
65,39,B
19,50,C
26,79,B
98,43,A
90,83,A
71,91,A
92,57,A
32,75,B
86,72,A
37,91,B
73,65,B
41,55,B
99,32,B
67,97,A
14,14,C
52,15,C
59,100,A
43,55,B
85,33,B
50,56,B
17,20,C
91,70,A
51,27,C
46,11,C
23,26,C
50,20,C
90,36,B
17,24,C
53,73,B
10,77,B
44,91,B
51,69,B
74,93,A
33,50,B
53,98,A
98,43,A
60,38,B
47,17,C
88,83,A
97,63,A
52,97,A
41,76,B
66,73,B
80,55,B
94,43,B
48,57,B
97,86,A
26,88,B
18,77,B
20,19,C
21,80,B
43,17,C
95,54,A
100,56,A
70,96,A
15,87,B
68,40,B
38,88,B
28,77,B
39,53,B
33,45,C
25,62,B
22,21,C
41,12,C
25,48,C
84,87,A
66,89,A
61,41,B
76,87,A
58,61,B
44,28,C
12,18,C
50,91,A
42,47,B
10,22,C
71,87,A
30,38,C
93,46,B
97,29,B
63,14,C
74,94,A
95,50,A
72,55,B
84,17,B
71,38,B
100,91,A
94,100,A
37,77,B
95,55,A
59,37,B
59,27,B
76,58,B
99,50,A
27,10,C
50,64,B
79,18,B
31,88,B
47,58,B
97,54,A
33,40,C
26,70,B
97,45,A
80,28,B
75,93,A
88,78,A
79,52,B
96,34,B
69,57,B
29,31,C
16,59,C
54,26,B
69,51,B
33,83,B
33,88,B
31,60,B
88,75,A
10,34,C
21,99,B
90,71,A
82,35,B
34,92,B
61,99,A
65,95,A
69,76,A
73,56,B
81,50,B
17,85,B
70,72,A
21,72,B
57,70,B
18,85,B
13,59,C
12,11,C
45,98,A
61,67,B
12,61,C
52,58,B
44,67,B
64,50,B
93,45,B
71,45,B
47,71,B
100,18,B
85,64,A
69,27,B
59,65,B
40,81,B
43,40,B
84,85,A
63,67,B
43,71,B
78,12,B
46,64,B
94,39,B
71,77,A
48,32,B
32,41,C
31,80,B
88,72,A
70,24,B
91,77,A
13,17,C
96,90,A
61,93,A
88,11,B
98,50,A
41,60,B
65,40,B
37,86,B
82,55,B
23,53,C
32,52,B
49,53,B
57,57,B
23,79,B
84,54,B
79,93,A
25,34,C
84,33,B
34,95,B
48,82,B
38,66,B
63,80,A
20,15,C
16,54,C
72,70,A
13,38,C
29,43,C
87,75,A
85,16,B
42,39,B
13,44,C
33,35,C
36,86,B
33,32,C
58,67,B
85,28,B
48,39,B
78,66,A
82,64,A
72,16,B
14,60,C
58,96,A
17,98,B
13,81,B
74,13,B
28,89,B
28,28,C
21,80,B
51,49,B
87,21,B
63,93,A
27,68,B
56,18,C
67,21,B
78,17,B
58,55,B
51,79,B
89,80,A
57,95,A
35,67,B
86,81,A
38,55,B
95,90,A
87,32,B
18,61,C
42,57,B
90,93,A
23,35,C
48,50,B
16,25,C
52,70,B
38,95,B
24,98,B
46,69,B
76,79,A
95,73,A
29,35,C
87,52,B
20,58,C
47,33,B
61,92,A
35,38,C
41,51,B
14,92,B
64,97,A
57,26,B
80,88,A
25,45,C
96,11,B
17,90,B
10,30,C
79,49,B
12,44,C
37,82,B
48,64,B
40,32,C
15,28,C
84,41,B
80,29,B
43,43,B
48,61,B
34,34,C
61,55,B
72,54,B
24,90,B
61,16,C
99,69,A
85,94,A
47,41,B
90,81,A
100,38,B
70,40,B
88,86,A
21,68,B
81,44,B
100,14,B
25,38,C
73,26,B
99,98,A
75,14,B
84,37,B
14,22,C
27,32,C
19,100,B
15,20,C
65,46,B
18,11,C
86,19,B
75,75,A
21,67,B
66,50,B
77,35,B
26,27,C
17,35,C
76,15,B
63,27,B
35,68,B
23,38,C
32,66,B
95,31,B
55,26,B
72,43,B
85,12,B
58,86,A
80,50,B
36,74,B
65,80,A
53,79,B
76,13,B
33,44,C
10,55,C
66,70,B
66,12,C
42,44,B
88,13,B
47,69,B
17,34,C
100,54,A
39,76,B
66,36,B
62,98,A
99,21,B
90,37,B
26,16,C
13,37,C
30,37,C
71,12,B
100,74,A
71,83,A
20,30,C
98,53,A
22,35,C
41,37,C
72,51,B
22,99,B
70,69,B
94,70,A
13,28,C
17,53,C
42,15,C
33,27,C
72,49,B
60,77,B
80,68,A
82,82,A
54,25,C
15,56,C
43,76,B
88,13,B
65,85,A
77,54,B
65,53,B
83,38,B
87,69,A
97,31,B
94,64,A
60,28,B
47,52,B
95,33,B
97,30,B
50,19,C
86,12,B
76,46,B
77,89,A
70,90,A
36,61,B
98,14,B
78,11,B
28,69,B
92,72,A
33,56,B
46,79,B
94,66,A
13,18,C
49,95,A
42,44,B
27,55,B
21,89,B
84,79,A
17,77,B
90,23,B
22,43,C
62,89,A
45,87,B
54,72,B
28,84,B
49,41,B
72,96,A
60,66,B
56,80,B
86,37,B
27,19,C
27,52,C
70,16,B
34,74,B
31,24,C
97,57,A
66,78,A
24,14,C
70,62,B
52,23,C
21,48,C
46,55,B
37,18,C
57,77,B
32,12,C
46,37,B
85,75,A
84,44,B
56,56,B
93,61,A
42,58,B
60,38,B
35,87,B
90,15,B
32,43,C
11,87,B
32,51,B
75,49,B
23,68,B
25,43,C
38,77,B
82,100,A
24,40,C
77,76,A
46,71,B
92,81,A
24,61,B
79,71,A
54,39,B
99,57,A
61,42,B
20,68,B
12,98,B
34,77,B
47,49,B
36,25,C
10,86,B
